Species,EPU,sex,YEAR,MeanCond,nCond,n
Atl Herring,GOM,M,1992,95.1721303469139,235,27
Atl Herring,GOM,M,1993,108.37878357955604,152,27
Atl Herring,GOM,M,1994,102.29064464233073,100,27
Atl Herring,GOM,M,1995,107.34892631154047,160,27
Atl Herring,GOM,M,1996,101.36007360599214,112,27
Atl Herring,GOM,M,1997,98.8679695345781,123,27
Atl Herring,GOM,M,1998,100.72309585036786,273,27
Atl Herring,GOM,M,1999,103.77482329571332,230,27
Atl Herring,GOM,M,2000,109.15140144076413,262,27
Atl Herring,GOM,M,2001,109.8640858514301,407,27
Atl Herring,GOM,M,2002,103.8844230122141,464,27
Atl Herring,GOM,M,2003,104.34110705540047,273,27
Atl Herring,GOM,M,2004,102.38365035575059,341,27
Atl Herring,GOM,M,2005,101.72860436412132,569,27
Atl Herring,GOM,M,2006,106.72511144406367,427,27
Atl Herring,GOM,M,2007,108.10266565601893,424,27
Atl Herring,GOM,M,2008,107.82371391483589,451,27
Atl Herring,GOM,M,2009,105.60841596269627,375,27
Atl Herring,GOM,M,2010,98.89281078339361,536,27
Atl Herring,GOM,M,2011,104.31340979869927,551,27
Atl Herring,GOM,M,2012,102.59806453867836,579,27
Atl Herring,GOM,M,2013,99.55737619110769,247,27
Atl Herring,GOM,M,2014,99.49466608574409,250,27
Atl Herring,GOM,M,2015,100.9630404001459,306,27
Atl Herring,GOM,M,2016,102.54822421515631,206,27
Atl Herring,GOM,M,2017,98.2716977334229,112,27
Atl Herring,GOM,M,2018,102.9377632998098,81,27
Atl Herring,SS,F,1992,93.59304851168609,11,27
Atl Herring,SS,F,1993,109.3319885600494,22,27
Atl Herring,SS,F,1994,109.15338379130083,24,27
Atl Herring,SS,F,1995,100.20092720244334,22,27
Atl Herring,SS,F,1996,102.05544577515428,35,27
Atl Herring,SS,F,1997,111.79468479225089,15,27
Atl Herring,SS,F,1998,114.3582623723782,102,27
Atl Herring,SS,F,1999,109.31323456221513,33,27
Atl Herring,SS,F,2000,106.38445596190226,49,27
Atl Herring,SS,F,2001,111.67691769088106,39,27
Atl Herring,SS,F,2002,101.82076930912535,60,27
Atl Herring,SS,F,2003,109.31475478665847,59,27
Atl Herring,SS,F,2004,102.03161528173085,77,27
Atl Herring,SS,F,2005,105.26337974951544,102,27
Atl Herring,SS,F,2006,106.1371084380655,40,27
Atl Herring,SS,F,2007,111.33541632629138,103,27
Atl Herring,SS,F,2008,111.31242981330756,106,27
Atl Herring,SS,F,2009,105.66689478704711,70,27
Atl Herring,SS,F,2010,102.40459254096722,130,27
Atl Herring,SS,F,2011,101.17196329455352,32,27
Atl Herring,SS,F,2012,101.61931902279146,103,27
Atl Herring,SS,F,2013,99.16281613047546,72,27
Atl Herring,SS,F,2014,101.41566813259955,88,27
Atl Herring,SS,F,2015,100.4189433907075,91,27
Atl Herring,SS,F,2016,100.99100441154012,74,27
Atl Herring,SS,F,2017,97.97622522196839,31,27
Atl Herring,SS,F,2018,104.75630461814016,13,27
Atl Herring,SS,M,1992,93.05049014751766,10,27
Atl Herring,SS,M,1993,107.04939114510842,27,27
Atl Herring,SS,M,1994,104.44969551975286,23,27
Atl Herring,SS,M,1995,106.2620380037859,32,27
Atl Herring,SS,M,1996,99.68753687568235,37,27
Atl Herring,SS,M,1997,107.56657884063267,21,27
Atl Herring,SS,M,1998,106.13975245260661,94,27
Atl Herring,SS,M,1999,103.3526500142724,21,27
Atl Herring,SS,M,2000,106.83882680327027,42,27
Atl Herring,SS,M,2001,108.83430529337507,27,27
Atl Herring,SS,M,2002,104.69178857986428,67,27
Atl Herring,SS,M,2003,106.1741154449018,88,27
Atl Herring,SS,M,2004,102.80874376238285,100,27
Atl Herring,SS,M,2005,101.41487469676831,91,27
Atl Herring,SS,M,2006,108.35198658936234,40,27
Atl Herring,SS,M,2007,110.97370105323029,106,27
Atl Herring,SS,M,2008,111.9129391361822,84,27
Atl Herring,SS,M,2009,103.84416946657197,85,27
Atl Herring,SS,M,2010,102.8804551322572,114,27
Atl Herring,SS,M,2011,100.37644455188133,53,27
Atl Herring,SS,M,2012,102.95648631537755,95,27
Atl Herring,SS,M,2013,102.63655448599211,74,27
Atl Herring,SS,M,2014,102.69738926588684,53,27
Atl Herring,SS,M,2015,98.43345849746781,95,27
Atl Herring,SS,M,2016,97.74458142087391,75,27
Atl Herring,SS,M,2017,94.20624329602985,32,27
Atl Herring,SS,M,2018,96.74796677359633,3,27
Black Sea Bass,MAB,F,1992,105.38163614038959,41,26
Black Sea Bass,MAB,F,1993,104.80232608097393,23,26
Black Sea Bass,MAB,F,1994,106.26208848237025,21,26
Black Sea Bass,MAB,F,1995,106.5942522866935,39,26
Black Sea Bass,MAB,F,1996,106.05377471265166,22,26
Black Sea Bass,MAB,F,1997,107.59414590588192,38,26
Black Sea Bass,MAB,F,1998,102.81629894057673,36,26
Black Sea Bass,MAB,F,1999,103.30787987806305,29,26
Black Sea Bass,MAB,F,2000,106.42112097704178,53,26
Black Sea Bass,MAB,F,2001,102.77114140524958,52,26
Black Sea Bass,MAB,F,2002,101.40450374286074,86,26
Black Sea Bass,MAB,F,2003,101.74067457588717,71,26
Black Sea Bass,MAB,F,2004,102.06784118104724,40,26
Black Sea Bass,MAB,F,2005,97.33192991562275,18,26
Black Sea Bass,MAB,F,2006,104.24568417053503,23,26
Black Sea Bass,MAB,F,2007,99.92458693729658,48,26
Black Sea Bass,MAB,F,2008,100.7477320328014,31,26
Black Sea Bass,MAB,F,2009,102.58077950155752,130,26
Black Sea Bass,MAB,F,2010,101.37479764523067,96,26
Black Sea Bass,MAB,F,2011,104.66809879647079,109,26
Black Sea Bass,MAB,F,2012,102.43242747173878,213,26
Black Sea Bass,MAB,F,2013,106.71262013329378,91,26
Black Sea Bass,MAB,F,2014,102.9431564686494,130,26
Black Sea Bass,MAB,F,2015,101.97682391424689,190,26
Black Sea Bass,MAB,F,2016,100.52869068833317,131,26
Black Sea Bass,MAB,F,2018,97.92247044334522,161,26
Black Sea Bass,MAB,M,1992,97.4570547775244,9,26
Black Sea Bass,MAB,M,1993,98.00173014214923,14,26
Black Sea Bass,MAB,M,1994,99.43271347987435,14,26
Black Sea Bass,MAB,M,1995,101.5367891955784,19,26
Black Sea Bass,MAB,M,1996,102.05611261627642,15,26
Black Sea Bass,MAB,M,1997,102.57096065748735,18,26
Black Sea Bass,MAB,M,1998,101.75106669754682,14,26
Black Sea Bass,MAB,M,1999,106.51288074533079,6,26
Black Sea Bass,MAB,M,2000,103.35150877216022,28,26
Black Sea Bass,MAB,M,2001,102.92658547839072,19,26
Black Sea Bass,MAB,M,2002,102.1016307676713,38,26
Black Sea Bass,MAB,M,2003,97.81997193311084,49,26
Black Sea Bass,MAB,M,2004,97.94210970543375,20,26
Black Sea Bass,MAB,M,2005,106.41499887927215,8,26
Black Sea Bass,MAB,M,2006,101.37722246905324,10,26
Black Sea Bass,MAB,M,2007,93.84929701242585,9,26
Black Sea Bass,MAB,M,2008,99.69096171875242,18,26
Black Sea Bass,MAB,M,2009,100.27517225286174,70,26
Black Sea Bass,MAB,M,2010,97.87325986382484,39,26
Black Sea Bass,MAB,M,2011,101.72194508431798,34,26
Black Sea Bass,MAB,M,2012,97.88507163635313,37,26
Black Sea Bass,MAB,M,2013,103.90129376333779,46,26
Black Sea Bass,MAB,M,2014,100.3814890609265,62,26
Black Sea Bass,MAB,M,2015,96.42558495987933,93,26
Black Sea Bass,MAB,M,2016,98.98126690483303,45,26
Black Sea Bass,MAB,M,2018,95.62623973885914,60,26
Bluefish,GB,F,1992,96.03619061468342,9,21
Bluefish,GB,F,1993,94.43257260709316,5,21
Bluefish,GB,F,1994,96.64711048520635,12,21
Bluefish,GB,F,1995,96.40218508918892,13,21
Bluefish,GB,F,1996,103.6377727172547,8,21
Bluefish,GB,F,1997,99.57271247188223,9,21
Bluefish,GB,F,1998,98.35679916253939,15,21
Bluefish,GB,F,1999,99.97496744365856,12,21
Bluefish,GB,F,2000,96.3555673338523,7,21
Bluefish,GB,F,2001,93.2434057242531,3,21
Bluefish,GB,F,2002,93.23467728571447,4,21
Bluefish,GB,F,2003,102.21160698231306,3,21
Bluefish,GB,F,2005,96.2841845167637,3,21
Bluefish,GB,F,2006,90.8523156686561,4,21
Bluefish,GB,F,2007,92.65596852850834,4,21
Bluefish,GB,F,2008,95.48826309023593,10,21
Bluefish,GB,F,2009,97.30901632340836,11,21
Bluefish,GB,F,2010,96.86642287912805,19,21
Bluefish,GB,F,2012,96.13351401651092,13,21
Bluefish,GB,F,2013,98.35347315927599,6,21
Bluefish,GB,F,2015,97.7211049514585,6,21
Bluefish,GB,M,1992,100.22969679493511,4,21
Bluefish,GB,M,1993,101.57264943635764,14,21
Bluefish,GB,M,1994,100.36536631032644,11,21
Bluefish,GB,M,1995,97.50409683045235,12,21
Bluefish,GB,M,1996,93.98883710064213,4,21
Bluefish,GB,M,1997,100.11488143815623,6,21
Bluefish,GB,M,1998,99.48787338453883,12,21
Bluefish,GB,M,1999,103.11825372503992,10,21
Bluefish,GB,M,2000,102.56088121702479,8,21
Bluefish,GB,M,2001,95.92785985847826,5,21
Bluefish,GB,M,2002,100.84719563418908,5,21
Bluefish,GB,M,2004,92.49185653890702,4,21
Bluefish,GB,M,2005,99.23927378845569,13,21
Bluefish,GB,M,2006,100.56659556082366,14,21
Bluefish,GB,M,2007,99.68978815890655,13,21
Bluefish,GB,M,2008,95.45021700134822,13,21
Bluefish,GB,M,2009,101.07530922652604,11,21
Bluefish,GB,M,2010,97.56390385982841,14,21
Bluefish,GB,M,2011,97.69388768780033,4,21
Bluefish,GB,M,2012,96.18119868575525,21,21
Bluefish,GB,M,2015,101.59800821833797,9,21
Bluefish,MAB,F,1992,94.73203596700738,24,26
Bluefish,MAB,F,1993,98.3376799762874,10,26
Bluefish,MAB,F,1994,96.9187095422044,47,26
Bluefish,MAB,F,1995,95.61152486837769,57,26
Bluefish,MAB,F,1996,94.60619772098676,35,26
Bluefish,MAB,F,1997,95.58948787476342,17,26
Bluefish,MAB,F,1998,95.8145380726539,20,26
Bluefish,MAB,F,1999,95.70110330258085,53,26
Bluefish,MAB,F,2000,95.47075593360644,43,26
Bluefish,MAB,F,2001,95.0583811238702,22,26
Bluefish,MAB,F,2002,94.5824123710067,17,26
Bluefish,MAB,F,2003,96.2765497872749,29,26
Bluefish,MAB,F,2004,93.48253356516204,27,26
Bluefish,MAB,F,2005,94.38102853502772,31,26
Bluefish,MAB,F,2006,94.01968515084413,40,26
Bluefish,MAB,F,2007,94.38143818989582,22,26
Bluefish,MAB,F,2008,94.13802178535262,25,26
Bluefish,MAB,F,2009,96.33574719641028,38,26
Bluefish,MAB,F,2010,96.813580202112135,49,26
Bluefish,MAB,F,2011,94.23119637407176,46,26
Bluefish,MAB,F,2012,94.65130047876934,23,26
Bluefish,MAB,F,2013,97.39796818520036,13,26
Bluefish,MAB,F,2014,94.83919534522686,29,26
Bluefish,MAB,F,2015,95.31376867601527,13,26
Bluefish,MAB,F,2016,94.57600566142658,29,26
Bluefish,MAB,F,2018,96.7271058893426,28,26
Bluefish,MAB,M,1992,95.04877243761915,36,26
Bluefish,MAB,M,1993,97.03172690098386,12,26
Bluefish,MAB,M,1994,97.26603246542143,33,26
Bluefish,MAB,M,1995,94.62461551568161,40,26
Bluefish,MAB,M,1996,94.69656602061326,35,26
Bluefish,MAB,M,1997,96.08467272797847,11,26
Bluefish,MAB,M,1998,95.95324584824891,22,26
Bluefish,MAB,M,1999,95.7701974288682,41,26
Bluefish,MAB,M,2000,95.24006793132786,33,26
Bluefish,MAB,M,2001,96.24460040564817,17,26
Bluefish,MAB,M,2002,94.6900128744111,18,26
Bluefish,MAB,M,2003,94.53279446468123,43,26
Bluefish,MAB,M,2004,92.4154970685911,17,26
Bluefish,MAB,M,2005,94.4541165275289,23,26
Bluefish,MAB,M,2006,92.60063348127238,30,26
Bluefish,MAB,M,2007,94.10090376235868,23,26
Bluefish,MAB,M,2008,94.60139525637615,33,26
Bluefish,MAB,M,2009,95.91726499419913,29,26
Bluefish,MAB,M,2010,95.98326106255954,29,26
Bluefish,MAB,M,2011,95.49081381470405,24,26
Bluefish,MAB,M,2012,95.18104858295007,21,26
Bluefish,MAB,M,2013,94.85000136795226,9,26
Bluefish,MAB,M,2014,93.4228716310662,23,26
Bluefish,MAB,M,2015,94.37457315729266,15,26
Bluefish,MAB,M,2016,95.45274693002342,22,26
Bluefish,MAB,M,2018,96.33131643772437,28,26
Butterfish,GB,F,1992,108.87970117933057,88,24
Butterfish,GB,F,1993,107.37148699971083,77,24
Butterfish,GB,F,1994,103.94187975282114,78,24
Butterfish,GB,F,1995,103.49622795156145,64,24
Butterfish,GB,F,1996,105.46294171052618,44,24
Butterfish,GB,F,1997,106.71308166722126,47,24
Butterfish,GB,F,1998,109.97729334585223,52,24
Butterfish,GB,F,1999,102.97110678255493,34,24
Butterfish,GB,F,2000,110.09589889532343,37,24
Butterfish,GB,F,2001,91.29219716555572,37,24
Butterfish,GB,F,2002,106.5630253622266,46,24
Butterfish,GB,F,2003,96.84498020327389,40,24
Butterfish,GB,F,2006,97.61408183072948,61,24
Butterfish,GB,F,2007,99.2502335708232,43,24
Butterfish,GB,F,2008,102.65324477031872,70,24
Butterfish,GB,F,2009,98.99971316689482,70,24
Butterfish,GB,F,2010,99.50125340076676,60,24
Butterfish,GB,F,2011,99.96241510449835,72,24
Butterfish,GB,F,2012,100.40580671299043,63,24
Butterfish,GB,F,2013,108.69902317186313,77,24
Butterfish,GB,F,2014,106.33501848207092,87,24
Butterfish,GB,F,2015,112.62173383428245,76,24
Butterfish,GB,F,2016,108.12969214233972,59,24
Butterfish,GB,F,2018,111.09969880180073,43,24
Butterfish,GB,M,1992,106.51307317904256,77,24
Butterfish,GB,M,1993,106.3969638956301,66,24
Butterfish,GB,M,1994,108.92638051896765,70,24
Butterfish,GB,M,1995,105.13131040128559,56,24
Butterfish,GB,M,1996,107.54779049513434,43,24
Butterfish,GB,M,1997,103.40271438327518,49,24
Butterfish,GB,M,1998,104.18570662063424,62,24
Butterfish,GB,M,1999,102.4975348868632,27,24
Butterfish,GB,M,2000,119.45135324459923,41,24
Butterfish,GB,M,2001,94.06543798724854,47,24
Butterfish,GB,M,2002,103.3142175962666,29,24
Butterfish,GB,M,2003,98.054950950112,34,24
Butterfish,GB,M,2006,100.76505311773559,52,24
Butterfish,GB,M,2007,103.03308421065917,57,24
Butterfish,GB,M,2008,99.01308120153607,71,24
Butterfish,GB,M,2009,102.18315976278973,83,24
Butterfish,GB,M,2010,97.46409487158964,51,24
Butterfish,GB,M,2011,101.5905941271363,65,24
Butterfish,GB,M,2012,99.73111785945483,62,24
Butterfish,GB,M,2013,106.34625089615349,80,24
Butterfish,GB,M,2014,102.0772289646828,90,24
Butterfish,GB,M,2015,107.08441020922233,77,24
Butterfish,GB,M,2016,104.63104999067146,41,24
Butterfish,GB,M,2018,106.73410843245354,31,24
Butterfish,GOM,F,1992,93.07778711826873,10,24
Butterfish,GOM,F,1993,112.23405189112123,4,24
Butterfish,GOM,F,1994,96.51479869176666,21,24
Butterfish,GOM,F,1995,102.38479415680203,16,24
Butterfish,GOM,F,1996,111.47193969195338,6,24
Butterfish,GOM,F,1997,92.24756406645072,5,24
Butterfish,GOM,F,1998,97.37779458799147,14,24
Butterfish,GOM,F,1999,101.50182422513689,10,24
Butterfish,GOM,F,2000,106.96467005276858,5,24
Butterfish,GOM,F,2001,93.97179263773933,9,24
Butterfish,GOM,F,2002,91.62323991926371,9,24
Butterfish,GOM,F,2003,90.26799476461561,5,24
Butterfish,GOM,F,2006,100.30497627919512,15,24
Butterfish,GOM,F,2007,98.951171611067707,10,24
Butterfish,GOM,F,2008,88.53411152611324,7,24
Butterfish,GOM,F,2009,101.15700540335891,45,24
Butterfish,GOM,F,2010,107.14535574538664,36,24
Butterfish,GOM,F,2011,104.92144502618648,62,24
Butterfish,GOM,F,2012,113.28304402433345,69,24
Butterfish,GOM,F,2013,109.77071256307046,30,24
Butterfish,GOM,F,2014,110.91912209450976,47,24
Butterfish,GOM,F,2015,108.73113320581177,40,24
Butterfish,GOM,F,2016,114.26623726393433,56,24
Butterfish,GOM,F,2018,109.91992994869945,25,24
Butterfish,GOM,M,1992,103.69806765285085,11,23
Butterfish,GOM,M,1993,102.05922584158945,3,23
Butterfish,GOM,M,1994,105.29634237474562,20,23
Butterfish,GOM,M,1995,105.70156267986563,24,23
Butterfish,GOM,M,1997,95.68805566898938,5,23
Butterfish,GOM,M,1998,107.32416016228944,28,23
Butterfish,GOM,M,1999,103.31917725846031,14,23
Butterfish,GOM,M,2000,110.28471909973271,12,23
Butterfish,GOM,M,2001,94.10902375757027,12,23
Butterfish,GOM,M,2002,102.6460190895054,11,23
Butterfish,GOM,M,2003,99.08193382149751,3,23
Butterfish,GOM,M,2006,92.96999215958772,11,23
Butterfish,GOM,M,2007,86.86507799955889,7,23
Butterfish,GOM,M,2008,80.30179120323268,5,23
Butterfish,GOM,M,2009,100.18525679743689,48,23
Butterfish,GOM,M,2010,106.3703249930451,29,23
Butterfish,GOM,M,2011,103.47957651237742,57,23
Butterfish,GOM,M,2012,108.72987582798595,54,23
Butterfish,GOM,M,2013,108.51890942173308,48,23
Butterfish,GOM,M,2014,103.23651359224687,52,23
Butterfish,GOM,M,2015,108.6037159805646,27,23
Butterfish,GOM,M,2016,115.09735787108305,53,23
Butterfish,GOM,M,2018,112.07132293243377,17,23
Butterfish,MAB,F,1992,106.17427620652187,130,26
Butterfish,MAB,F,1993,107.32120003817035,168,26
Butterfish,MAB,F,1994,103.64590750345869,213,26
Butterfish,MAB,F,1995,109.39850694540385,183,26
Butterfish,MAB,F,1996,108.71765312971431,178,26
Butterfish,MAB,F,1997,105.91589219949432,137,26
Butterfish,MAB,F,1998,107.41967627942853,210,26
Butterfish,MAB,F,1999,110.77533922224005,153,26
Butterfish,MAB,F,2000,110.31980648885916,76,26
Butterfish,MAB,F,2001,97.5261349286287,92,26
Butterfish,MAB,F,2002,98.81433070090551,121,26
Butterfish,MAB,F,2003,110.16253318441215,156,26
Butterfish,MAB,F,2004,103.63249798817314,9,26
Butterfish,MAB,F,2005,98.49886139178818,8,26
Butterfish,MAB,F,2006,101.22104645718495,201,26
Butterfish,MAB,F,2007,103.06503222066729,76,26
Butterfish,MAB,F,2008,101.75404092516644,251,26
Butterfish,MAB,F,2009,103.87778472849651,172,26
Butterfish,MAB,F,2010,108.60993739210365,235,26
Butterfish,MAB,F,2011,107.4705762775217,405,26
Butterfish,MAB,F,2012,104.56917716325385,116,26
Butterfish,MAB,F,2013,111.15797088851484,104,26
Butterfish,MAB,F,2014,103.65502951188789,123,26
Butterfish,MAB,F,2015,105.47704684074832,125,26
Butterfish,MAB,F,2016,109.96985460489415,126,26
Butterfish,MAB,F,2018,109.54457162579527,144,26
Butterfish,MAB,M,1992,106.90294409829782,132,26
Butterfish,MAB,M,1993,108.53271378885492,189,26
Butterfish,MAB,M,1994,103.99619396025707,178,26
Butterfish,MAB,M,1995,108.83549373537379,178,26
Butterfish,MAB,M,1996,110.27280712140526,138,26
Butterfish,MAB,M,1997,106.25884935499533,134,26
Butterfish,MAB,M,1998,105.94906062127727,208,26
Butterfish,MAB,M,1999,110.60119713365988,173,26
Butterfish,MAB,M,2000,111.32548444455115,121,26
Butterfish,MAB,M,2001,98.04761723116897,125,26
Butterfish,MAB,M,2002,100.59617193392309,129,26
Butterfish,MAB,M,2003,109.3666588705724,170,26
Butterfish,MAB,M,2004,96.54637442215216,11,26
Butterfish,MAB,M,2005,92.18267019299806,4,26
Butterfish,MAB,M,2006,102.6740505947307,200,26
Butterfish,MAB,M,2007,104.730254051855,108,26
Butterfish,MAB,M,2008,97.24988446845398,248,26
Butterfish,MAB,M,2009,101.64366402320798,175,26
Butterfish,MAB,M,2010,106.02626948892403,195,26
Butterfish,MAB,M,2011,106.60287500789693,305,26
Butterfish,MAB,M,2012,106.59314829842425,100,26
Butterfish,MAB,M,2013,107.22370642598058,154,26
Butterfish,MAB,M,2014,104.08228265792543,126,26
Butterfish,MAB,M,2015,105.52949644704931,121,26
Butterfish,MAB,M,2016,111.44631919600874,112,26
Butterfish,MAB,M,2018,107.65831335326153,119,26
Butterfish,SS,F,1993,117.25534218634716,7,21
Butterfish,SS,F,1994,99.75971796635805,19,21
Butterfish,SS,F,1995,108.7095469539652,12,21
Butterfish,SS,F,1996,114.01499456392919,3,21
Butterfish,SS,F,1998,108.00536123355057,10,21
Butterfish,SS,F,1999,111.4866508880899,4,21
Butterfish,SS,F,2000,112.68583223836256,8,21
Butterfish,SS,F,2001,86.26968046907314,7,21
Butterfish,SS,F,2002,93.09280365873757,15,21
Butterfish,SS,F,2003,80.40148267610539,10,21
Butterfish,SS,F,2006,98.79610719730121,9,21
Butterfish,SS,F,2007,107.93097418259883,4,21
Butterfish,SS,F,2008,109.82013165129794,7,21
Butterfish,SS,F,2009,87.66069569067916,20,21
Butterfish,SS,F,2010,101.37589423626413,20,21
Butterfish,SS,F,2011,99.87521814460457,10,21
Butterfish,SS,F,2012,119.71649999776876,14,21
Butterfish,SS,F,2013,111.07435875654652,5,21
Butterfish,SS,F,2014,113.18837944448039,24,21
Butterfish,SS,F,2015,98.64872965984581,5,21
Butterfish,SS,F,2016,111.91127698123299,8,21
Butterfish,SS,M,1992,106.46141579248113,7,21
Butterfish,SS,M,1993,110.41933673179669,16,21
Butterfish,SS,M,1994,101.03743231485961,6,21
Butterfish,SS,M,1995,110.64696348345052,6,21
Butterfish,SS,M,1998,102.10663332039873,6,21
Butterfish,SS,M,1999,100.64437834827486,6,21
Butterfish,SS,M,2000,108.79005570544146,9,21
Butterfish,SS,M,2001,82.94119355885034,7,21
Butterfish,SS,M,2002,105.63204102944223,7,21
Butterfish,SS,M,2003,84.93119123141906,9,21
Butterfish,SS,M,2006,81.5170810228936,16,21
Butterfish,SS,M,2007,108.89046970705921,5,21
Butterfish,SS,M,2008,103.6892629597302,8,21
Butterfish,SS,M,2009,98.43031089175898,12,21
Butterfish,SS,M,2010,105.39253885893582,19,21
Butterfish,SS,M,2011,101.48608971890017,8,21
Butterfish,SS,M,2012,116.64708888920177,22,21
Butterfish,SS,M,2013,95.15407259510523,6,21
Butterfish,SS,M,2014,102.50798117842987,28,21
Butterfish,SS,M,2015,99.34975903389046,9,21
Butterfish,SS,M,2016,100.615669269287,3,21
Fourspot,GB,F,1992,99.82003954826529,52,26
Fourspot,GB,F,1993,93.04531357355937,60,26
Fourspot,GB,F,1994,100.04453316305127,51,26
Fourspot,GB,F,1995,96.37983508144447,62,26
Fourspot,GB,F,1996,92.83284684450949,73,26
Fourspot,GB,F,1997,103.84909136940678,64,26
Fourspot,GB,F,1998,103.17674946837688,98,26
Fourspot,GB,F,1999,99.95483509141575,122,26
Fourspot,GB,F,2000,96.83843211097101,60,26
Fourspot,GB,F,2001,97.67568452162651,46,26
Fourspot,GB,F,2002,99.44550015752002,26,26
Fourspot,GB,F,2003,101.45105523232131,31,26
Fourspot,GB,F,2004,92.62039359859168,26,26
Fourspot,GB,F,2005,97.92373473672366,43,26
Fourspot,GB,F,2006,100.21659286233026,45,26
Fourspot,GB,F,2007,98.67486070761632,39,26
Fourspot,GB,F,2008,101.80194833688628,31,26
Fourspot,GB,F,2009,96.20912125184157,46,26
Fourspot,GB,F,2010,102.86181984500828,34,26
Fourspot,GB,F,2011,100.04736096880687,55,26
Fourspot,GB,F,2012,102.30576042436915,58,26
Fourspot,GB,F,2013,108.3157152895253,37,26
Fourspot,GB,F,2014,95.65984585380482,61,26
Fourspot,GB,F,2015,103.36121760498564,50,26
Fourspot,GB,F,2016,102.45841905080655,49,26
Fourspot,GB,F,2018,101.0657586698489,48,26
Fourspot,GB,M,1992,100.76815077651864,67,26
Fourspot,GB,M,1993,95.69367873803208,72,26
Fourspot,GB,M,1994,101.12107574507647,78,26
Fourspot,GB,M,1995,96.08241801721671,62,26
Fourspot,GB,M,1996,89.48321618156899,55,26
Fourspot,GB,M,1997,107.98366429111118,59,26
Fourspot,GB,M,1998,105.26990739912641,60,26
Fourspot,GB,M,1999,101.38722904258404,96,26
Fourspot,GB,M,2000,104.22297737930064,32,26
Fourspot,GB,M,2001,97.77926857694453,27,26
Fourspot,GB,M,2002,100.47847993702324,34,26
Fourspot,GB,M,2003,103.02433207763272,27,26
Fourspot,GB,M,2004,93.11481803307818,18,26
Fourspot,GB,M,2005,97.45790849289398,23,26
Fourspot,GB,M,2006,100.35028079089881,43,26
Fourspot,GB,M,2007,100.41834425639104,42,26
Fourspot,GB,M,2008,100.48357405530435,30,26
Fourspot,GB,M,2009,96.72215126517483,28,26
Fourspot,GB,M,2010,106.24803483414925,14,26
Fourspot,GB,M,2011,104.17646631065323,27,26
Fourspot,GB,M,2012,99.81644164944434,33,26
Fourspot,GB,M,2013,108.42709006699799,42,26
Fourspot,GB,M,2014,102.23130840504565,48,26
Fourspot,GB,M,2015,104.83913971837985,33,26
Fourspot,GB,M,2016,104.1164250147981,34,26
Fourspot,GB,M,2018,102.82183915360181,29,26
Fourspot,MAB,F,1992,100.53924017078266,118,26
Fourspot,MAB,F,1993,101.24696065403558,127,26
Fourspot,MAB,F,1994,103.38652329926987,120,26
Fourspot,MAB,F,1995,97.32162387827029,101,26
Fourspot,MAB,F,1996,95.37379890108447,139,26
Fourspot,MAB,F,1997,98.53468052775406,113,26
Fourspot,MAB,F,1998,100.51351078456412,132,26
Fourspot,MAB,F,1999,98.83348987630576,117,26
Fourspot,MAB,F,2000,100.41054807757018,81,26
Fourspot,MAB,F,2001,94.96175040363251,50,26
Fourspot,MAB,F,2002,96.70496793569147,65,26
Fourspot,MAB,F,2003,96.19338813518075,80,26
Fourspot,MAB,F,2004,99.26082207414692,48,26
Fourspot,MAB,F,2005,97.99980760668988,104,26
Fourspot,MAB,F,2006,97.91713639073993,80,26
Fourspot,MAB,F,2007,93.493662137939,73,26
Fourspot,MAB,F,2008,96.83016544363404,69,26
Fourspot,MAB,F,2009,97.65694100874882,107,26
Fourspot,MAB,F,2010,100.0280487613618,71,26
Fourspot,MAB,F,2011,98.17553065626171,87,26
Fourspot,MAB,F,2012,95.37869462234715,113,26
Fourspot,MAB,F,2013,100.97362088835553,104,26
Fourspot,MAB,F,2014,99.53716647816783,96,26
Fourspot,MAB,F,2015,99.25193728427925,102,26
Fourspot,MAB,F,2016,100.06494182398673,95,26
Fourspot,MAB,F,2018,97.88895289554895,90,26
Fourspot,MAB,M,1992,101.88919429712728,97,26
Fourspot,MAB,M,1993,101.97865055206039,96,26
Fourspot,MAB,M,1994,103.14838054366174,84,26
Fourspot,MAB,M,1995,99.09857564179343,93,26
Fourspot,MAB,M,1996,99.08646348964434,117,26
Fourspot,MAB,M,1997,99.88341216015202,74,26
Fourspot,MAB,M,1998,101.46862062479107,131,26
Fourspot,MAB,M,1999,102.59345735373412,132,26
Fourspot,MAB,M,2000,102.80232926067869,73,26
Fourspot,MAB,M,2001,95.66627717448146,29,26
Fourspot,MAB,M,2002,97.10510943006025,68,26
Fourspot,MAB,M,2003,98.67004829547804,64,26
Fourspot,MAB,M,2004,98.78114440071793,31,26
Fourspot,MAB,M,2005,103.04832408909263,58,26
Fourspot,MAB,M,2006,98.92465815364208,47,26
Fourspot,MAB,M,2007,95.73518360287692,46,26
Fourspot,MAB,M,2008,96.76691674736647,49,26
Fourspot,MAB,M,2009,99.58271178907503,57,26
Fourspot,MAB,M,2010,101.99740551748513,38,26
Fourspot,MAB,M,2011,102.73347554365465,50,26
Fourspot,MAB,M,2012,98.9068772117004,51,26
Fourspot,MAB,M,2013,102.45556315861054,70,26
Fourspot,MAB,M,2014,103.25663216933896,58,26
