Species,EPU,sex,YEAR,MeanCond,nCond,n
Fourspot,MAB,M,2015,101.13519998727008,62,26
Fourspot,MAB,M,2016,106.19911356938917,54,26
Fourspot,MAB,M,2018,102.05588709452594,57,26
Goosefish,GB,F,1994,105.23112556651272,10,24
Goosefish,GB,F,1995,92.98233800907305,3,24
Goosefish,GB,F,1996,103.3427543230443,6,24
Goosefish,GB,F,1997,100.13127564062323,5,24
Goosefish,GB,F,1998,107.3816163466153,5,24
Goosefish,GB,F,2000,94.08856420896693,8,24
Goosefish,GB,F,2001,95.88774238742344,11,24
Goosefish,GB,F,2002,101.11063403764253,9,24
Goosefish,GB,F,2003,98.07066189760755,6,24
Goosefish,GB,F,2004,95.6614539482833,5,24
Goosefish,GB,F,2005,101.0129542683294,8,24
Goosefish,GB,F,2006,102.95606773255335,7,24
Goosefish,GB,F,2007,100.82055402032921,3,24
Goosefish,GB,F,2008,109.53192879234437,3,24
Goosefish,GB,F,2009,102.92904864449888,11,24
Goosefish,GB,F,2010,98.04887372604809,20,24
Goosefish,GB,F,2011,99.7780619455474,35,24
Goosefish,GB,F,2012,100.84117447895142,31,24
Goosefish,GB,F,2013,104.41655980546456,14,24
Goosefish,GB,F,2014,101.18287226453855,21,24
Goosefish,GB,F,2015,97.1927926659433,49,24
Goosefish,GB,F,2016,104.06437026970343,36,24
Goosefish,GB,F,2017,99.03419951048929,43,24
Goosefish,GB,F,2018,95.38996157375382,48,24
Goosefish,GB,M,1992,103.87843800493296,4,26
Goosefish,GB,M,1993,100.21157527990889,4,26
Goosefish,GB,M,1994,93.59380182398651,4,26
Goosefish,GB,M,1996,103.91764760685658,4,26
Goosefish,GB,M,1997,103.52255358719373,3,26
Goosefish,GB,M,1998,100.65350426290142,4,26
Goosefish,GB,M,1999,95.9735603291511,3,26
Goosefish,GB,M,2000,104.59020600699844,7,26
Goosefish,GB,M,2001,101.17829624878641,4,26
Goosefish,GB,M,2002,100.09036208978765,10,26
Goosefish,GB,M,2003,104.10413684727662,6,26
Goosefish,GB,M,2004,94.66165216431837,8,26
Goosefish,GB,M,2005,103.77458520931445,12,26
Goosefish,GB,M,2006,103.43526238739226,18,26
Goosefish,GB,M,2007,106.61011797021617,9,26
Goosefish,GB,M,2008,101.2836134942771,4,26
Goosefish,GB,M,2009,99.37226054880206,15,26
Goosefish,GB,M,2010,96.84074447006833,20,26
Goosefish,GB,M,2011,98.76537293771973,28,26
Goosefish,GB,M,2012,99.73077629678296,23,26
Goosefish,GB,M,2013,101.30742784206106,9,26
Goosefish,GB,M,2014,101.03126445909764,10,26
Goosefish,GB,M,2015,98.41011455452744,34,26
Goosefish,GB,M,2016,101.95774884541368,24,26
Goosefish,GB,M,2017,95.76917125815854,36,26
Goosefish,GB,M,2018,96.64110689189535,31,26
Goosefish,GOM,F,1992,93.43884917774909,14,27
Goosefish,GOM,F,1993,95.06162908574032,22,27
Goosefish,GOM,F,1994,98.0778722076611,8,27
Goosefish,GOM,F,1995,99.15407525041184,30,27
Goosefish,GOM,F,1996,96.3846940611003,14,27
Goosefish,GOM,F,1997,96.91958653246836,8,27
Goosefish,GOM,F,1998,102.6897155710035,17,27
Goosefish,GOM,F,1999,104.40796641616345,20,27
Goosefish,GOM,F,2000,98.85771495454942,41,27
Goosefish,GOM,F,2001,96.83278927859304,44,27
Goosefish,GOM,F,2002,98.98665385881453,32,27
Goosefish,GOM,F,2003,100.77061483636578,16,27
Goosefish,GOM,F,2004,103.11351584086212,12,27
Goosefish,GOM,F,2005,95.8488342154258,14,27
Goosefish,GOM,F,2006,94.8567649650747,14,27
Goosefish,GOM,F,2007,99.84155545012588,17,27
Goosefish,GOM,F,2008,100.61087584761708,16,27
Goosefish,GOM,F,2009,96.28605643352735,77,27
Goosefish,GOM,F,2010,95.60099280300838,68,27
Goosefish,GOM,F,2011,96.36556702016412,92,27
Goosefish,GOM,F,2012,96.22541682434264,125,27
Goosefish,GOM,F,2013,96.71758726731589,100,27
Goosefish,GOM,F,2014,97.09544620769617,116,27
Goosefish,GOM,F,2015,96.73966974684933,176,27
Goosefish,GOM,F,2016,95.30067427938516,210,27
Goosefish,GOM,F,2017,96.53128297015125,125,27
Goosefish,GOM,F,2018,96.30227980067723,155,27
Goosefish,GOM,M,1992,100.16834001472613,24,27
Goosefish,GOM,M,1993,98.17365303931432,21,27
Goosefish,GOM,M,1994,102.27818066472236,16,27
Goosefish,GOM,M,1995,98.49089488645478,22,27
Goosefish,GOM,M,1996,99.3863041286549,19,27
Goosefish,GOM,M,1997,102.57183047219142,9,27
Goosefish,GOM,M,1998,101.38571956534874,12,27
Goosefish,GOM,M,1999,99.71891933317843,28,27
Goosefish,GOM,M,2000,99.27980843059326,25,27
Goosefish,GOM,M,2001,98.04289692018972,26,27
Goosefish,GOM,M,2002,101.12724360122155,24,27
Goosefish,GOM,M,2003,102.22061104716208,18,27
Goosefish,GOM,M,2004,99.99581182916697,5,27
Goosefish,GOM,M,2005,96.67056901161799,13,27
Goosefish,GOM,M,2006,92.39055560333391,8,27
Goosefish,GOM,M,2007,101.56212224386866,14,27
Goosefish,GOM,M,2008,99.61185655737762,16,27
Goosefish,GOM,M,2009,96.96937797774397,63,27
Goosefish,GOM,M,2010,97.94891425249793,80,27
Goosefish,GOM,M,2011,97.79564724742781,54,27
Goosefish,GOM,M,2012,96.06864424380088,78,27
Goosefish,GOM,M,2013,99.14195119486034,69,27
Goosefish,GOM,M,2014,98.55316931705164,97,27
Goosefish,GOM,M,2015,97.31662931314834,102,27
Goosefish,GOM,M,2016,94.799869317242,144,27
Goosefish,GOM,M,2017,95.9148860994682,52,27
Goosefish,GOM,M,2018,96.21238059044092,114,27
Goosefish,MAB,F,1992,96.7882201828168,10,26
Goosefish,MAB,F,1993,106.67158946116001,9,26
Goosefish,MAB,F,1994,102.54491493311598,9,26
Goosefish,MAB,F,1995,101.86352636729815,17,26
Goosefish,MAB,F,1996,99.5784654423123,9,26
Goosefish,MAB,F,1997,98.24473881781712,6,26
Goosefish,MAB,F,1998,98.98685484963288,8,26
Goosefish,MAB,F,1999,101.10868199211274,16,26
Goosefish,MAB,F,2000,100.95489984354667,7,26
Goosefish,MAB,F,2001,98.11314893458646,17,26
Goosefish,MAB,F,2002,100.84205845367069,25,26
Goosefish,MAB,F,2003,100.87611317993071,23,26
Goosefish,MAB,F,2004,103.28659654876607,13,26
Goosefish,MAB,F,2005,100.45506413841252,17,26
Goosefish,MAB,F,2006,103.11941669208647,12,26
Goosefish,MAB,F,2007,98.44621110457147,9,26
Goosefish,MAB,F,2008,96.17451793314756,5,26
Goosefish,MAB,F,2009,99.9473698620889,79,26
Goosefish,MAB,F,2010,101.20279583489327,98,26
Goosefish,MAB,F,2011,99.22833187208322,95,26
Goosefish,MAB,F,2012,100.00003080305729,71,26
Goosefish,MAB,F,2013,100.16440611071708,51,26
Goosefish,MAB,F,2014,100.67802784961937,71,26
Goosefish,MAB,F,2015,98.03694623648191,99,26
Goosefish,MAB,F,2016,100.00869597619541,105,26
Goosefish,MAB,F,2018,99.519827481159,63,26
Goosefish,MAB,M,1992,98.77912894967928,14,26
Goosefish,MAB,M,1993,101.31129013151926,10,26
Goosefish,MAB,M,1994,102.43298105718658,9,26
Goosefish,MAB,M,1995,104.14849892406781,12,26
Goosefish,MAB,M,1996,98.61973759297102,9,26
Goosefish,MAB,M,1997,96.9530383164108,24,26
Goosefish,MAB,M,1998,97.75869709746759,18,26
Goosefish,MAB,M,1999,98.50804302172284,22,26
Goosefish,MAB,M,2000,101.09411310947566,10,26
Goosefish,MAB,M,2001,95.36102982051266,9,26
Goosefish,MAB,M,2002,101.96253622443732,30,26
Goosefish,MAB,M,2003,101.7101292863968,21,26
Goosefish,MAB,M,2004,98.53405605015558,19,26
Goosefish,MAB,M,2005,99.7454685109862,13,26
Goosefish,MAB,M,2006,100.87342058866447,13,26
Goosefish,MAB,M,2007,99.45303577440902,4,26
Goosefish,MAB,M,2008,94.84639278263904,5,26
Goosefish,MAB,M,2009,98.48005816834062,92,26
Goosefish,MAB,M,2010,99.32394757232389,78,26
Goosefish,MAB,M,2011,100.12350625776077,88,26
Goosefish,MAB,M,2012,99.81475529173824,89,26
Goosefish,MAB,M,2013,99.3212662269865,64,26
Goosefish,MAB,M,2014,99.1482409587477,87,26
Goosefish,MAB,M,2015,97.70740310758792,90,26
Goosefish,MAB,M,2016,98.96241521842069,142,26
Goosefish,MAB,M,2018,98.48686428328391,82,26
Haddock,GB,F,1992,104.31377647384954,22,27
Haddock,GB,F,1993,102.80377295395891,23,27
Haddock,GB,F,1994,98.67741265816349,9,27
Haddock,GB,F,1995,103.58200479275328,19,27
Haddock,GB,F,1996,102.51447553944759,48,27
Haddock,GB,F,1997,100.98867251298408,82,27
Haddock,GB,F,1998,102.00951973056613,92,27
Haddock,GB,F,1999,102.55701397207429,35,27
Haddock,GB,F,2000,101.30917490198077,42,27
Haddock,GB,F,2001,100.6048597595273,71,27
Haddock,GB,F,2002,101.16117811097524,67,27
Haddock,GB,F,2003,100.80905796232064,61,27
Haddock,GB,F,2004,97.00763387157096,80,27
Haddock,GB,F,2005,98.11549435977506,88,27
Haddock,GB,F,2006,99.89286936976892,119,27
Haddock,GB,F,2007,100.18535136141263,36,27
Haddock,GB,F,2008,101.15664783805124,111,27
Haddock,GB,F,2009,99.84946471363908,158,27
Haddock,GB,F,2010,97.83154546462303,139,27
Haddock,GB,F,2011,99.92673990691073,179,27
Haddock,GB,F,2012,99.99532072758248,91,27
Haddock,GB,F,2013,101.28063239031248,165,27
Haddock,GB,F,2014,100.19530894385584,195,27
Haddock,GB,F,2015,102.03713229819834,110,27
Haddock,GB,F,2016,99.35727403053752,142,27
Haddock,GB,F,2017,101.18695081055061,46,27
Haddock,GB,F,2018,98.72493275987091,52,27
Haddock,GB,M,1992,102.76535151628282,15,27
Haddock,GB,M,1993,102.80130459736107,27,27
Haddock,GB,M,1994,99.45509071375301,12,27
Haddock,GB,M,1995,103.84072402500841,23,27
Haddock,GB,M,1996,103.1737733191981,64,27
Haddock,GB,M,1997,103.43345450013092,84,27
Haddock,GB,M,1998,102.14755882016742,111,27
Haddock,GB,M,1999,103.26037393912311,35,27
Haddock,GB,M,2000,104.27145347445537,38,27
Haddock,GB,M,2001,99.465332929087,58,27
Haddock,GB,M,2002,100.90500261826271,76,27
Haddock,GB,M,2003,100.93591338059836,56,27
Haddock,GB,M,2004,97.19872251519672,81,27
Haddock,GB,M,2005,98.08847656461046,98,27
Haddock,GB,M,2006,99.41758347924475,105,27
Haddock,GB,M,2007,102.29459851485977,47,27
Haddock,GB,M,2008,101.6808389083078,78,27
Haddock,GB,M,2009,100.64417959277178,130,27
Haddock,GB,M,2010,98.04899030095658,135,27
Haddock,GB,M,2011,100.58633335568206,146,27
Haddock,GB,M,2012,99.192404861002,73,27
Haddock,GB,M,2013,101.54716027327163,118,27
Haddock,GB,M,2014,101.44288681683345,155,27
Haddock,GB,M,2015,102.33938237884216,112,27
Haddock,GB,M,2016,100.37601411107161,161,27
Haddock,GB,M,2017,100.57459564880193,62,27
Haddock,GB,M,2018,100.31865729091484,73,27
Haddock,GOM,F,1993,104.08136162671408,8,27
Haddock,GOM,F,1994,100.47713087540414,3,27
Haddock,GOM,F,1995,99.2695054765249,24,27
Haddock,GOM,F,1996,100.90609871917312,45,27
Haddock,GOM,F,1997,101.1166035847898,67,27
Haddock,GOM,F,1998,98.32787005401282,33,27
Haddock,GOM,F,1999,101.79797932850727,76,27
Haddock,GOM,F,2000,104.06319187873783,65,27
Haddock,GOM,F,2001,99.42883874725125,124,27
Haddock,GOM,F,2002,99.40428246893629,53,27
Haddock,GOM,F,2003,100.43793883765136,48,27
Haddock,GOM,F,2004,97.96867655305964,123,27
Haddock,GOM,F,2005,98.9712300425507,123,27
Haddock,GOM,F,2006,98.83474814704942,149,27
Haddock,GOM,F,2007,100.06150087400243,98,27
Haddock,GOM,F,2008,101.08032182598305,111,27
Haddock,GOM,F,2009,102.52277533953774,42,27
Haddock,GOM,F,2010,100.54614162262124,85,27
Haddock,GOM,F,2011,101.79889984813778,118,27
Haddock,GOM,F,2012,101.09113448414152,102,27
Haddock,GOM,F,2013,101.40613279511061,150,27
Haddock,GOM,F,2014,102.50932655368098,257,27
Haddock,GOM,F,2015,101.77660137355778,481,27
Haddock,GOM,F,2016,101.75436190838485,330,27
Haddock,GOM,F,2017,102.07011003938884,211,27
Haddock,GOM,F,2018,102.69350812439112,301,27
Haddock,GOM,F,NA,100.03834659006718,4,27
Haddock,GOM,M,1993,103.5862606628378,9,27
Haddock,GOM,M,1994,97.048972535666607,10,27
Haddock,GOM,M,1995,100.95789513128153,14,27
Haddock,GOM,M,1996,104.41797012350203,45,27
Haddock,GOM,M,1997,105.278089390065,48,27
Haddock,GOM,M,1998,101.05445126469125,36,27
Haddock,GOM,M,1999,103.16033148496504,81,27
Haddock,GOM,M,2000,103.16292483115356,41,27
Haddock,GOM,M,2001,99.52387013356967,70,27
Haddock,GOM,M,2002,98.35887164400388,42,27
Haddock,GOM,M,2003,101.23923886107141,46,27
Haddock,GOM,M,2004,98.6511884077277,83,27
Haddock,GOM,M,2005,99.53420451032335,82,27
Haddock,GOM,M,2006,101.22351706813429,91,27
Haddock,GOM,M,2007,100.40101753845339,76,27
Haddock,GOM,M,2008,100.90424071098876,50,27
Haddock,GOM,M,2009,101.04821500019965,43,27
Haddock,GOM,M,2010,101.6921726387102,59,27
Haddock,GOM,M,2011,101.19548486681265,88,27
Haddock,GOM,M,2012,100.59796435378433,69,27
Haddock,GOM,M,2013,102.37887828693795,124,27
Haddock,GOM,M,2014,102.00048610582928,176,27
Haddock,GOM,M,2015,102.25607076859022,282,27
Haddock,GOM,M,2016,101.77535814723453,241,27
Haddock,GOM,M,2017,101.40630428409935,118,27
Haddock,GOM,M,2018,102.5522791726753,122,27
Haddock,GOM,M,NA,102.42499729329342,11,27
Haddock,SS,F,1992,101.55527156618827,75,27
Haddock,SS,F,1993,102.11710257951836,54,27
Haddock,SS,F,1994,101.8927014521057,97,27
Haddock,SS,F,1995,99.25964082279201,123,27
Haddock,SS,F,1996,100.88730164558484,95,27
Haddock,SS,F,1997,101.54210396979708,74,27
Haddock,SS,F,1998,101.89545448793018,83,27
Haddock,SS,F,1999,103.4550595812745,84,27
Haddock,SS,F,2000,99.96189594384539,125,27
Haddock,SS,F,2001,98.66539330299112,103,27
Haddock,SS,F,2002,98.25435364850715,130,27
Haddock,SS,F,2003,99.00810820490935,95,27
Haddock,SS,F,2004,98.73809105436428,113,27
Haddock,SS,F,2005,98.29519512452525,171,27
Haddock,SS,F,2006,98.31925879905934,124,27
Haddock,SS,F,2007,99.44001094500449,175,27
Haddock,SS,F,2008,103.03896258418906,156,27
Haddock,SS,F,2009,102.17351501587278,103,27
Haddock,SS,F,2010,99.09544376418049,117,27
Haddock,SS,F,2011,99.044519168213,167,27
Haddock,SS,F,2012,102.10712795006941,122,27
Haddock,SS,F,2013,102.69682766093246,141,27
Haddock,SS,F,2014,101.3826730244217,192,27
Haddock,SS,F,2015,102.26586798044474,262,27
Haddock,SS,F,2016,100.93248572817896,204,27
Haddock,SS,F,2017,100.01486124937185,83,27
Haddock,SS,F,2018,100.02736891432487,51,27
Haddock,SS,M,1992,102.26177334572316,58,27
Haddock,SS,M,1993,104.63866299778307,49,27
Haddock,SS,M,1994,102.10505673108791,83,27
Haddock,SS,M,1995,99.01965683001733,123,27
Haddock,SS,M,1996,100.69328628665049,84,27
Haddock,SS,M,1997,102.59446313576821,63,27
Haddock,SS,M,1998,102.20138960368993,80,27
Haddock,SS,M,1999,104.30360123882059,83,27
Haddock,SS,M,2000,100.01496976855205,102,27
Haddock,SS,M,2001,100.91373866563852,97,27
Haddock,SS,M,2002,99.97599375927697,112,27
Haddock,SS,M,2003,100.2531781585345,90,27
Haddock,SS,M,2004,100.81999125025669,132,27
Haddock,SS,M,2005,98.80384040911495,137,27
Haddock,SS,M,2006,99.65882320589459,127,27
Haddock,SS,M,2007,100.96806768631912,143,27
Haddock,SS,M,2008,103.55611578603926,91,27
Haddock,SS,M,2009,101.10757420973502,43,27
Haddock,SS,M,2010,99.84056920748571,116,27
Haddock,SS,M,2011,100.18318765850603,118,27
Haddock,SS,M,2012,101.73223646703494,142,27
Haddock,SS,M,2013,102.87062843071568,108,27
Haddock,SS,M,2014,101.22261000839059,147,27
Haddock,SS,M,2015,102.47578437957775,137,27
Haddock,SS,M,2016,101.96812244491505,109,27
Haddock,SS,M,2017,101.67029573975972,62,27
Haddock,SS,M,2018,102.40785295332925,44,27
Little Skate,GB,F,1992,102.40585043488726,78,27
Little Skate,GB,F,1993,102.09592003449659,79,27
Little Skate,GB,F,1994,106.53083767176113,69,27
Little Skate,GB,F,1995,101.85533816510046,104,27
Little Skate,GB,F,1996,103.90955206166352,93,27
Little Skate,GB,F,1997,102.36674287108885,105,27
Little Skate,GB,F,1998,98.68028428540185,140,27
Little Skate,GB,F,1999,102.69786075484451,57,27
Little Skate,GB,F,2000,97.96968534754714,114,27
Little Skate,GB,F,2001,96.60714602100646,100,27
Little Skate,GB,F,2002,98.14929338812291,68,27
Little Skate,GB,F,2003,99.73779986987874,62,27
Little Skate,GB,F,2004,95.56647602867548,37,27
Little Skate,GB,F,2005,98.59922408357765,36,27
Little Skate,GB,F,2006,100.8861404098891,69,27
Little Skate,GB,F,2007,101.42038063170132,44,27
Little Skate,GB,F,2008,101.37793703421514,45,27
Little Skate,GB,F,2009,98.10279339946376,76,27
Little Skate,GB,F,2010,95.72786196073024,85,27
Little Skate,GB,F,2011,96.03860054035663,99,27
Little Skate,GB,F,2012,99.21178981443308,54,27
Little Skate,GB,F,2013,101.36164689385609,41,27
Little Skate,GB,F,2014,101.6557814674982,53,27
Little Skate,GB,F,2015,101.99856406634987,58,27
Little Skate,GB,F,2016,99.36082137392177,59,27
Little Skate,GB,F,2017,98.38037172220395,30,27
Little Skate,GB,F,2018,102.08746203401415,46,27
Little Skate,GB,M,1992,102.74367975565083,78,27
Little Skate,GB,M,1993,100.89935221558382,81,27
Little Skate,GB,M,1994,102.91494335870773,89,27
Little Skate,GB,M,1995,101.0086142247194,119,27
Little Skate,GB,M,1996,103.37976177843372,59,27
Little Skate,GB,M,1997,103.40965532571323,72,27
Little Skate,GB,M,1998,100.40750657899801,110,27
Little Skate,GB,M,1999,100.28123221973955,53,27
Little Skate,GB,M,2000,101.72867113346133,87,27
Little Skate,GB,M,2001,98.41147836054026,94,27
Little Skate,GB,M,2002,96.35952783915698,60,27
Little Skate,GB,M,2003,102.64308720530495,58,27
Little Skate,GB,M,2004,99.21674588084751,46,27
Little Skate,GB,M,2005,100.49389661789249,32,27
Little Skate,GB,M,2006,100.87233403510189,59,27
Little Skate,GB,M,2007,98.52843123622537,60,27
Little Skate,GB,M,2008,105.30280762362341,41,27
Little Skate,GB,M,2009,98.59293898439194,115,27
Little Skate,GB,M,2010,96.53604903534797,95,27
Little Skate,GB,M,2011,96.10038082814775,90,27
Little Skate,GB,M,2012,100.76693107847592,62,27
Little Skate,GB,M,2013,103.16545491192942,67,27
Little Skate,GB,M,2014,104.1186824616606,63,27
Little Skate,GB,M,2015,103.90637313543617,42,27
Little Skate,GB,M,2016,101.56937993681389,56,27
Little Skate,GB,M,2017,101.53944380370014,51,27
Little Skate,GB,M,2018,98.51380488426159,52,27
Little Skate,GOM,M,1992,101.20248320768478,5,21
Little Skate,GOM,M,1993,108.14963786651592,3,21
Little Skate,GOM,M,1994,98.34454548139357,7,21
Little Skate,GOM,M,1995,94.84821943964506,14,21
Little Skate,GOM,M,1996,104.19152413479968,3,21
Little Skate,GOM,M,1997,103.898993785143,11,21
Little Skate,GOM,M,2001,95.05892004895804,12,21
Little Skate,GOM,M,2002,102.06830009889899,5,21
Little Skate,GOM,M,2003,106.19511405630456,3,21
Little Skate,GOM,M,2004,92.42073479144955,3,21
Little Skate,GOM,M,2005,98.1546200088384,3,21
Little Skate,GOM,M,2008,102.78725854751758,4,21
Little Skate,GOM,M,2009,96.10253057244971,3,21
Little Skate,GOM,M,2010,107.2925566363975,6,21
Little Skate,GOM,M,2011,100.62520967439724,13,21
Little Skate,GOM,M,2012,98.43441587012596,19,21
Little Skate,GOM,M,2013,101.12444240205947,11,21
Little Skate,GOM,M,2014,93.56248851927472,8,21
Little Skate,GOM,M,2015,102.47908159203098,7,21
Little Skate,GOM,M,2016,99.30629940535218,8,21
Little Skate,GOM,M,2018,98.23533195581228,5,21
Little Skate,MAB,F,1992,98.03623219491556,113,26
Little Skate,MAB,F,1993,100.44351866722118,69,26
Little Skate,MAB,F,1994,102.34929048178344,103,26
Little Skate,MAB,F,1995,99.47329576220223,113,26
Little Skate,MAB,F,1996,99.27243449464608,97,26
Little Skate,MAB,F,1997,99.50475882157431,41,26
Little Skate,MAB,F,1998,99.9283414299978,98,26
Little Skate,MAB,F,1999,104.1107204959181,84,26
Little Skate,MAB,F,2000,99.35553478906027,71,26
Little Skate,MAB,F,2001,96.21663131428988,90,26
Little Skate,MAB,F,2002,96.95681661669478,69,26
Little Skate,MAB,F,2003,99.38670778291159,119,26
Little Skate,MAB,F,2004,97.51941314581548,23,26
Little Skate,MAB,F,2005,98.5740377942629,71,26
Little Skate,MAB,F,2006,100.27004349889434,56,26
Little Skate,MAB,F,2007,96.57072146929386,35,26
Little Skate,MAB,F,2008,96.20212619380952,33,26
Little Skate,MAB,F,2009,100.02626475886412,105,26
Little Skate,MAB,F,2010,100.65303244577275,90,26
Little Skate,MAB,F,2011,101.7574013550533,110,26
Little Skate,MAB,F,2012,98.6199419528828,57,26
Little Skate,MAB,F,2013,98.7450323346529,66,26
Little Skate,MAB,F,2014,98.26979808127173,70,26
Little Skate,MAB,F,2015,101.71697225146853,69,26
Little Skate,MAB,F,2016,103.89920759364536,72,26
Little Skate,MAB,F,2018,103.32987013423946,59,26
Little Skate,MAB,M,1992,98.6516297138345,93,26
Little Skate,MAB,M,1993,105.49565681450336,70,26
Little Skate,MAB,M,1994,101.56118381188546,67,26
Little Skate,MAB,M,1995,99.66135509296065,64,26
Little Skate,MAB,M,1996,97.83816328869715,90,26
Little Skate,MAB,M,1997,97.37240782008405,44,26
Little Skate,MAB,M,1998,103.67181902494946,93,26
Little Skate,MAB,M,1999,101.8863200077612,69,26
Little Skate,MAB,M,2000,101.48292991750492,68,26
Little Skate,MAB,M,2001,97.92198701208315,42,26
Little Skate,MAB,M,2002,99.3828805750907,58,26
Little Skate,MAB,M,2003,103.21592068599871,76,26
Little Skate,MAB,M,2004,95.11836447919143,15,26
Little Skate,MAB,M,2005,100.52660842102807,67,26
Little Skate,MAB,M,2006,100.63423075410009,48,26
Little Skate,MAB,M,2007,96.59349875726653,40,26
Little Skate,MAB,M,2008,96.98109008293032,42,26
Little Skate,MAB,M,2009,100.8337340508296,72,26
Little Skate,MAB,M,2010,101.49394327824604,69,26
Little Skate,MAB,M,2011,100.58720586542606,105,26
Little Skate,MAB,M,2012,96.63247444557038,41,26
Little Skate,MAB,M,2013,99.77254716306685,56,26
Little Skate,MAB,M,2014,104.13176317882309,39,26
Little Skate,MAB,M,2015,100.68885321709921,39,26
Little Skate,MAB,M,2016,103.27907604419664,32,26
Little Skate,MAB,M,2018,100.23527217934839,42,26
Little Skate,SS,F,1992,103.63025620925674,11,25
Little Skate,SS,F,1993,96.0687774432134,23,25
Little Skate,SS,F,1994,113.56866094010144,4,25
Little Skate,SS,F,1995,101.39416597623983,4,25
Little Skate,SS,F,1996,100.9838769758585,15,25
Little Skate,SS,F,1997,114.87900005881023,3,25
Little Skate,SS,F,1998,96.0443055163631,12,25
Little Skate,SS,F,1999,114.96885614379725,3,25
Little Skate,SS,F,2000,98.19361279813754,9,25
Little Skate,SS,F,2001,102.34913063006333,4,25
Little Skate,SS,F,2002,91.01360766183305,6,25
Little Skate,SS,F,2003,92.5052686737437,5,25
Little Skate,SS,F,2004,103.96832514895996,10,25
Little Skate,SS,F,2005,101.4085929567875,4,25
Little Skate,SS,F,2006,84.33039008980407,4,25
Little Skate,SS,F,2007,109.72430258402103,10,25
Little Skate,SS,F,2008,111.00198614907565,6,25
Little Skate,SS,F,2010,102.07194492393502,9,25
Little Skate,SS,F,2011,100.43692942471816,8,25
Little Skate,SS,F,2013,107.31046548497523,5,25
Little Skate,SS,F,2014,116.04005668069888,3,25
Little Skate,SS,F,2015,98.93951703257954,5,25
Little Skate,SS,F,2016,103.96596968792498,4,25
Little Skate,SS,F,2017,103.9936041045062,5,25
Little Skate,SS,F,2018,92.08103069608869,6,25
Mackerel,GOM,F,1992,105.92936838614713,8,21
Mackerel,GOM,F,1993,105.28938088089582,3,21
Mackerel,GOM,F,1994,108.86712916644233,5,21
Mackerel,GOM,F,1998,106.53089939262817,22,21
Mackerel,GOM,F,2000,94.13277945300726,4,21
Mackerel,GOM,F,2001,103.16021072512697,11,21
Mackerel,GOM,F,2002,105.75983878444664,11,21
Mackerel,GOM,F,2004,103.29352696032491,4,21
Mackerel,GOM,F,2005,103.21612119908559,10,21
Mackerel,GOM,F,2006,100.95087948207463,5,21
Mackerel,GOM,F,2007,100.05970731219465,8,21
Mackerel,GOM,F,2008,100.6247067229313,5,21
Mackerel,GOM,F,2009,103.33997037054841,10,21
Mackerel,GOM,F,2010,101.60501944874446,56,21
Mackerel,GOM,F,2011,105.24353959510886,19,21
Mackerel,GOM,F,2012,103.74128445871061,16,21
Mackerel,GOM,F,2013,103.9516020617864,13,21
Mackerel,GOM,F,2014,105.90980108438303,32,21
Mackerel,GOM,F,2015,104.23887831179341,43,21
Mackerel,GOM,F,2016,104.77374426995065,33,21
Mackerel,GOM,F,2018,101.61503200816833,42,21
Mackerel,GOM,M,1992,106.751463880111,11,20
Mackerel,GOM,M,1993,109.48110022969827,4,20
Mackerel,GOM,M,1994,104.65236794027491,8,20
Mackerel,GOM,M,1998,104.73738576585046,8,20
Mackerel,GOM,M,2000,98.70469120604253,4,20
Mackerel,GOM,M,2001,103.51357408237878,5,20
Mackerel,GOM,M,2002,108.63500136038488,8,20
Mackerel,GOM,M,2004,104.5280754987024,7,20
Mackerel,GOM,M,2005,100.20503106236846,3,20
Mackerel,GOM,M,2006,105.06146286887848,5,20
Mackerel,GOM,M,2007,104.53623988368557,4,20
Mackerel,GOM,M,2009,107.73710564072636,6,20
Mackerel,GOM,M,2010,102.02104063685519,29,20
Mackerel,GOM,M,2011,106.54247124739175,20,20
Mackerel,GOM,M,2012,103.73406166454072,18,20
Mackerel,GOM,M,2013,104.66235280765586,7,20
Mackerel,GOM,M,2014,106.11618888379626,16,20
Mackerel,GOM,M,2015,105.25600954116418,33,20
Mackerel,GOM,M,2016,105.51481071899475,12,20
Mackerel,GOM,M,2018,103.43963439742943,21,20
Ocean Pout,GB,F,1992,102.601679865477,14,25
Ocean Pout,GB,F,1993,96.93272683072773,8,25
Ocean Pout,GB,F,1995,95.60344552597596,3,25
Ocean Pout,GB,F,1996,98.63870661275436,13,25
Ocean Pout,GB,F,1997,96.0164247542655,17,25
Ocean Pout,GB,F,1998,97.17366690099972,19,25
Ocean Pout,GB,F,1999,100.01727835703693,3,25
Ocean Pout,GB,F,2000,94.60099324086892,10,25
Ocean Pout,GB,F,2001,96.91006357992606,4,25
Ocean Pout,GB,F,2002,102.19268480690593,5,25
Ocean Pout,GB,F,2003,100.80905794773889,4,25
Ocean Pout,GB,F,2004,98.58100258518911,6,25
Ocean Pout,GB,F,2005,95.27996591781054,6,25
Ocean Pout,GB,F,2006,95.99183885699648,6,25
Ocean Pout,GB,F,2007,99.44515264926133,15,25
Ocean Pout,GB,F,2008,97.21616633046054,13,25
Ocean Pout,GB,F,2009,94.57952840379151,22,25
